WKT,name,description
"POLYGON ((106.7374466 -6.0913188, 106.7120406 -6.0988292, 106.7017409 -6.0988292, 106.699681 -6.1097533, 106.709294 -6.115898, 106.697621 -6.1186289, 106.7010543 -6.1438896, 106.699681 -6.1684663, 106.7292068 -6.1903114, 106.7360733 -6.1964552, 106.7312668 -6.2135208, 106.7312668 -6.2244425, 106.7552994 -6.2299033, 106.7594193 -6.2456027, 106.7662858 -6.2578889, 106.7662858 -6.2674446, 106.7676591 -6.2810953, 106.7793321 -6.2961106, 106.7896318 -6.313173, 106.7985582 -6.3199978, 106.8225909 -6.3186329, 106.808858 -6.3479785, 106.8047381 -6.3670865, 106.8212176 -6.3670865, 106.8280842 -6.3595799, 106.8479969 -6.3554853, 106.8507435 -6.3452488, 106.8617299 -6.3391068, 106.8644765 -6.3452488, 106.869283 -6.3527556, 106.8740895 -6.358215, 106.883016 -6.3548029, 106.883016 -6.3623096, 106.8878225 -6.3636744, 106.8953756 -6.366404, 106.8974356 -6.3725457, 106.9077353 -6.3718633, 106.9166617 -6.3650392, 106.9249015 -6.3670865, 106.9283347 -6.3575326, 106.9276481 -6.3472961, 106.9345146 -6.3302349, 106.9331413 -6.3220452, 106.933828 -6.3049832, 106.9269614 -6.2981582, 106.9214683 -6.2817778, 106.9173484 -6.2688097, 106.9173484 -6.2613016, 106.9262748 -6.2578889, 106.9331413 -6.253111, 106.9558006 -6.2537935, 106.9571739 -6.2387769, 106.9612939 -6.2230773, 106.97846 -6.211473, 106.98052 -6.1991857, 106.9853265 -6.1821196, 106.9839532 -6.1425242, 106.9825799 -6.113167, 106.9825799 -6.1056568, 106.9812066 -6.0960981, 106.9695336 -6.0913188, 106.9310813 -6.0995119, 106.9001821 -6.0988292, 106.8843893 -6.0988292, 106.8713429 -6.113167, 106.8411304 -6.1199944, 106.8232776 -6.1179462, 106.8129779 -6.1001947, 106.7848253 -6.1097533, 106.7783022 -6.1015602, 106.7731522 -6.1070223, 106.7642258 -6.1036085, 106.7542695 -6.1015602, 106.745343 -6.0988292, 106.7374466 -6.0913188))",DKI Jakarta,
